date,state,total_enrollments,male_enrollments,female_enrollments,child_enrollments,adult_enrollments,senior_enrollments,center_type
2023-01-15,Delhi,657,327,330,164,361,131,Permanent
2023-01-15,Jammu and Kashmir,486,247,239,121,267,97,Permanent
2023-01-16,Andhra Pradesh,605,293,311,151,332,121,Temporary
2023-01-16,Arunachal Pradesh,579,293,286,144,318,115,Permanent
2023-01-16,Assam,556,274,282,139,306,111,Permanent
2023-01-16,Bihar,829,431,398,207,456,165,Permanent
2023-01-16,Chhattisgarh,867,417,450,216,477,173,Permanent
2023-01-16,Goa,1148,552,596,287,631,229,Permanent
2023-01-16,Gujarat,441,227,213,110,242,88,Permanent
2023-01-16,Haryana,1132,570,561,283,622,226,Temporary
2023-01-16,Himachal Pradesh,1169,577,591,292,642,233,Permanent
2023-01-16,Jharkhand,441,225,216,110,242,88,Temporary
2023-01-16,Karnataka,678,330,347,169,373,135,Permanent
2023-01-16,Kerala,613,308,304,153,337,122,Permanent
2023-01-16,Madhya Pradesh,710,352,358,177,390,142,Temporary
2023-01-16,Maharashtra,1109,560,549,277,610,221,Permanent
2023-01-16,Manipur,659,342,317,164,362,131,Temporary
2023-01-16,Meghalaya,953,462,490,238,524,190,Temporary
2023-01-16,Mizoram,429,221,208,107,236,85,Temporary
2023-01-16,Nagaland,432,215,216,108,237,86,Temporary
2023-01-16,Odisha,816,398,417,204,449,163,Temporary
2023-01-16,Punjab,649,326,322,162,357,129,Temporary
2023-01-16,Rajasthan,1168,596,571,292,642,233,Permanent
2023-01-16,Sikkim,1111,571,540,277,611,222,Permanent
2023-01-16,Tamil Nadu,1132,583,548,283,622,226,Permanent
2023-01-16,Telangana,771,370,400,192,424,154,Permanent
2023-01-16,Tripura,946,459,487,236,520,189,Permanent
2023-01-16,Uttar Pradesh,650,317,332,162,357,130,Temporary
2023-01-16,Uttarakhand,322,155,167,80,177,64,Temporary
2023-01-16,West Bengal,1084,553,531,271,596,216,Temporary
2023-01-16,Delhi,924,466,458,231,508,184,Permanent
2023-01-16,Jammu and Kashmir,681,338,343,170,374,136,Permanent
2023-01-17,Andhra Pradesh,574,297,277,143,316,114,Permanent
2023-01-17,Arunachal Pradesh,1161,561,600,290,639,232,Permanent
2023-01-17,Assam,1043,503,539,260,573,208,Permanent
2023-01-17,Bihar,544,278,265,136,299,108,Temporary
2023-01-17,Chhattisgarh,711,354,356,177,391,142,Permanent
2023-01-17,Goa,860,417,443,215,473,172,Temporary
2023-01-17,Gujarat,748,377,370,187,411,149,Permanent
2023-01-17,Haryana,881,452,429,220,484,176,Temporary
2023-01-17,Himachal Pradesh,798,408,390,199,439,159,Permanent
2023-01-17,Jharkhand,724,366,358,181,398,144,Permanent
2023-01-17,Karnataka,950,475,474,237,522,190,Permanent
2023-01-17,Kerala,563,289,274,140,310,112,Permanent
2023-01-17,Madhya Pradesh,538,260,278,134,296,107,Permanent
2023-01-17,Maharashtra,571,292,279,142,314,114,Temporary
2023-01-17,Manipur,740,383,356,185,407,148,Permanent
2023-01-17,Meghalaya,918,464,454,229,505,183,Temporary
2023-01-17,Mizoram,288,146,142,72,158,57,Temporary
2023-01-17,Nagaland,1085,533,551,271,596,217,Permanent
2023-01-17,Odisha,1021,505,516,255,561,204,Temporary
2023-01-17,Punjab,744,363,380,186,409,148,Permanent
2023-01-17,Rajasthan,626,322,304,156,344,125,Permanent
2023-01-17,Sikkim,888,433,454,222,488,177,Permanent
2023-01-17,Tamil Nadu,823,416,406,205,452,164,Temporary
2023-01-17,Telangana,594,302,292,148,327,118,Permanent
2023-01-17,Tripura,1070,516,554,267,588,214,Permanent
2023-01-17,Uttar Pradesh,739,355,384,184,406,147,Permanent
2023-01-17,Uttarakhand,596,295,300,149,328,119,Permanent
2023-01-17,West Bengal,855,437,418,213,470,171,Temporary
2023-01-17,Delhi,803,393,409,200,441,160,Permanent
2023-01-17,Jammu and Kashmir,585,289,296,146,321,117,Permanent
2023-01-18,Andhra Pradesh,293,152,141,73,161,58,Temporary
2023-01-18,Arunachal Pradesh,343,175,167,85,188,68,Permanent
2023-01-18,Assam,641,313,327,160,352,128,Permanent
2023-01-18,Bihar,760,366,393,190,418,152,Temporary
2023-01-18,Chhattisgarh,1155,558,597,288,635,231,Permanent
2023-01-18,Goa,480,242,238,120,264,96,Temporary
2023-01-18,Gujarat,776,392,383,194,426,155,Permanent
2023-01-18,Haryana,877,453,424,219,482,175,Permanent
2023-01-18,Himachal Pradesh,769,371,398,192,423,153,Permanent
2023-01-18,Jharkhand,311,151,160,77,171,62,Temporary
2023-01-18,Karnataka,748,379,368,187,411,149,Permanent
2023-01-18,Kerala,571,286,284,142,314,114,Permanent
2023-01-18,Madhya Pradesh,322,157,165,80,177,64,Permanent
2023-01-18,Maharashtra,1116,578,537,279,614,223,Permanent
2023-01-18,Manipur,1119,563,555,279,615,223,Permanent
2023-01-18,Meghalaya,861,439,422,215,474,172,Permanent
2023-01-18,Mizoram,751,379,371,187,413,150,Permanent
2023-01-18,Nagaland,450,224,225,112,247,90,Permanent
2023-01-18,Odisha,302,148,154,75,166,60,Permanent
2023-01-18,Punjab,487,248,239,121,268,97,Permanent
2023-01-18,Rajasthan,700,344,356,175,385,140,Permanent
2023-01-18,Sikkim,1168,579,589,292,642,233,Temporary
2023-01-18,Tamil Nadu,1241,613,627,310,682,248,Temporary
2023-01-18,Telangana,530,268,261,132,291,106,Permanent
2023-01-18,Tripura,508,254,254,127,279,101,Permanent
2023-01-18,Uttar Pradesh,293,151,142,73,161,58,Permanent
2023-01-18,Uttarakhand,1166,587,579,291,641,233,Permanent
2023-01-18,West Bengal,953,491,461,238,524,190,Temporary
2023-01-18,Delhi,1092,545,547,273,600,218,Permanent
2023-01-18,Jammu and Kashmir,490,241,248,122,269,98,Temporary
2023-01-19,Andhra Pradesh,446,231,215,111,245,89,Permanent
2023-01-19,Arunachal Pradesh,697,344,353,174,383,139,Permanent
2023-01-19,Assam,1013,522,491,253,557,202,Permanent
2023-01-19,Bihar,548,266,282,137,301,109,Temporary
2023-01-19,Chhattisgarh,297,143,153,74,163,59,Temporary
2023-01-19,Goa,490,239,250,122,269,98,Permanent
2023-01-19,Gujarat,1080,547,533,270,594,216,Temporary
2023-01-19,Haryana,1052,519,533,263,579,210,Temporary
2023-01-19,Himachal Pradesh,987,509,477,246,543,197,Temporary
2023-01-19,Jharkhand,1226,617,608,306,674,245,Permanent
2023-01-19,Karnataka,372,181,191,93,205,74,Temporary
2023-01-19,Kerala,911,447,464,227,501,182,Permanent
2023-01-19,Madhya Pradesh,582,282,300,145,320,116,Permanent
2023-01-19,Maharashtra,744,381,362,186,409,148,Permanent
2023-01-19,Manipur,939,476,462,234,516,187,Temporary
2023-01-19,Meghalaya,1043,508,534,260,573,208,Permanent
2023-01-19,Mizoram,617,310,307,154,339,123,Temporary
2023-01-19,Nagaland,734,375,358,183,404,146,Temporary
2023-01-19,Odisha,622,319,303,155,342,124,Permanent
2023-01-19,Punjab,1053,535,517,263,579,210,Temporary
2023-01-19,Rajasthan,480,238,242,120,264,96,Permanent
2023-01-19,Sikkim,1022,502,519,255,562,204,Temporary
2023-01-19,Tamil Nadu,943,476,467,235,518,188,Permanent
2023-01-19,Telangana,1123,569,553,280,617,224,Permanent
2023-01-19,Tripura,771,381,390,192,424,154,Permanent
2023-01-19,Uttar Pradesh,619,299,320,154,340,123,Temporary
2023-01-19,Uttarakhand,552,272,280,138,303,110,Permanent
2023-01-19,West Bengal,696,352,343,174,382,139,Permanent
2023-01-19,Delhi,474,229,244,118,260,94,Permanent
2023-01-19,Jammu and Kashmir,544,262,281,136,299,108,Permanent
2023-01-20,Andhra Pradesh,526,261,265,131,289,105,Temporary
2023-01-20,Arunachal Pradesh,924,458,466,231,508,184,Permanent
2023-01-20,Assam,483,237,246,120,266,96,Permanent
2023-01-20,Bihar,1188,573,614,297,653,237,Temporary
2023-01-20,Chhattisgarh,526,265,260,131,289,105,Permanent
2023-01-20,Goa,522,265,256,130,287,104,Permanent
2023-01-20,Gujarat,563,289,273,140,309,112,Temporary
2023-01-20,Haryana,407,199,208,101,224,81,Permanent
2023-01-20,Himachal Pradesh,953,458,495,238,524,190,Permanent
2023-01-20,Jharkhand,524,260,264,131,288,104,Temporary
2023-01-20,Karnataka,437,217,220,109,240,87,Permanent
2023-01-20,Kerala,1045,512,532,261,575,209,Permanent
2023-01-20,Madhya Pradesh,964,472,492,241,530,192,Temporary
2023-01-20,Maharashtra,366,186,179,91,201,73,Permanent
2023-01-20,Manipur,502,246,256,125,276,100,Permanent
2023-01-20,Meghalaya,735,373,362,183,404,147,Permanent
2023-01-20,Mizoram,1214,622,591,303,667,242,Temporary
2023-01-20,Nagaland,756,385,370,189,416,151,Temporary
2023-01-20,Odisha,704,364,340,176,387,140,Permanent
2023-01-20,Punjab,759,391,367,189,417,151,Permanent
2023-01-20,Rajasthan,1002,491,511,250,551,200,Temporary
2023-01-20,Sikkim,679,351,327,169,373,135,Permanent
2023-01-20,Tamil Nadu,1013,487,525,253,557,202,Permanent
2023-01-20,Telangana,681,352,329,170,374,136,Permanent
2023-01-20,Tripura,976,478,497,244,536,195,Permanent
2023-01-20,Uttar Pradesh,407,206,201,101,224,81,Temporary
2023-01-20,Uttarakhand,1057,519,537,264,581,211,Permanent
2023-01-20,West Bengal,526,259,266,131,289,105,Permanent
2023-01-20,Delhi,1087,561,525,271,598,217,Temporary
2023-01-20,Jammu and Kashmir,582,301,280,145,320,116,Temporary
2023-01-21,Andhra Pradesh,232,116,116,58,127,46,Permanent
2023-01-21,Arunachal Pradesh,659,339,320,164,362,131,Temporary
2023-01-21,Assam,423,214,208,105,232,84,Permanent
2023-01-21,Bihar,533,259,273,133,293,106,Permanent
2023-01-21,Chhattisgarh,586,285,301,146,322,117,Permanent
2023-01-21,Goa,180,88,92,45,99,36,Permanent
2023-01-21,Gujarat,227,114,112,56,125,45,Permanent
2023-01-21,Haryana,208,101,106,52,114,41,Temporary
2023-01-21,Himachal Pradesh,516,256,259,129,284,103,Permanent
2023-01-21,Jharkhand,570,285,285,142,313,114,Permanent
2023-01-21,Karnataka,660,320,340,165,363,132,Permanent
2023-01-21,Kerala,237,120,117,59,130,47,Permanent
2023-01-21,Madhya Pradesh,417,208,208,104,229,83,Permanent
2023-01-21,Maharashtra,197,98,99,49,108,39,Permanent
2023-01-21,Manipur,531,255,276,132,292,106,Temporary
2023-01-21,Meghalaya,492,253,239,123,270,98,Permanent
2023-01-21,Mizoram,375,182,192,93,206,75,Temporary
2023-01-21,Nagaland,653,324,329,163,359,130,Temporary
2023-01-21,Odisha,638,329,309,159,351,127,Permanent
2023-01-21,Punjab,535,271,264,133,294,107,Permanent
2023-01-21,Rajasthan,399,207,191,99,219,79,Permanent
2023-01-21,Sikkim,339,167,171,84,186,67,Permanent
2023-01-21,Tamil Nadu,378,191,186,94,207,75,Temporary
2023-01-21,Telangana,177,88,88,44,97,35,Permanent
2023-01-21,Tripura,637,307,329,159,350,127,Temporary
2023-01-21,Uttar Pradesh,515,263,251,128,283,103,Permanent
2023-01-21,Uttarakhand,261,133,128,65,143,52,Permanent
2023-01-21,West Bengal,303,156,146,75,166,60,Temporary
2023-01-21,Delhi,512,257,254,128,281,102,Permanent
2023-01-21,Jammu and Kashmir,263,129,134,65,144,52,Permanent
2023-01-22,Andhra Pradesh,336,167,169,84,185,67,Temporary
2023-01-22,Arunachal Pradesh,432,219,213,108,238,86,Permanent
2023-01-22,Assam,636,312,323,159,349,127,Permanent
2023-01-22,Bihar,351,173,178,87,193,70,Permanent
2023-01-22,Chhattisgarh,290,146,144,72,159,58,Permanent
2023-01-22,Goa,562,286,275,140,309,112,Permanent
2023-01-22,Gujarat,233,116,117,58,128,46,Permanent
2023-01-22,Haryana,308,148,160,77,169,61,Permanent
2023-01-22,Himachal Pradesh,377,186,191,94,207,75,Temporary
2023-01-22,Jharkhand,752,368,383,188,413,150,Permanent
2023-01-22,Karnataka,211,108,103,52,116,42,Temporary
2023-01-22,Kerala,692,343,348,173,381,138,Permanent
2023-01-22,Madhya Pradesh,188,94,93,47,103,37,Permanent
2023-01-22,Maharashtra,513,261,251,128,282,102,Permanent
2023-01-22,Manipur,601,303,297,150,330,120,Temporary
2023-01-22,Meghalaya,514,261,253,128,283,102,Permanent
2023-01-22,Mizoram,307,158,148,76,168,61,Permanent
2023-01-22,Nagaland,485,244,240,121,266,97,Permanent
2023-01-22,Odisha,434,215,219,108,239,86,Temporary
2023-01-22,Punjab,270,137,133,67,148,54,Permanent
2023-01-22,Rajasthan,311,157,154,77,171,62,Permanent
2023-01-22,Sikkim,557,286,271,139,306,111,Permanent
2023-01-22,Tamil Nadu,197,100,97,49,108,39,Temporary
2023-01-22,Telangana,612,297,314,153,336,122,Permanent
2023-01-22,Tripura,355,178,176,88,195,71,Permanent
2023-01-22,Uttar Pradesh,192,99,93,48,105,38,Temporary
2023-01-22,Uttarakhand,514,265,249,128,282,102,Permanent
2023-01-22,West Bengal,562,292,269,140,309,112,Permanent
2023-01-22,Delhi,675,336,338,168,371,135,Temporary
2023-01-22,Jammu and Kashmir,208,108,100,52,114,41,Temporary
2023-01-23,Andhra Pradesh,1161,575,585,290,638,232,Permanent
2023-01-23,Arunachal Pradesh,471,231,239,117,259,94,Permanent
2023-01-23,Assam,447,228,218,111,245,89,Permanent
2023-01-23,Bihar,547,268,279,136,301,109,Permanent
2023-01-23,Chhattisgarh,826,423,403,206,454,165,Permanent
2023-01-23,Goa,642,310,331,160,353,128,Permanent
2023-01-23,Gujarat,576,280,296,144,317,115,Permanent
2023-01-23,Haryana,714,350,363,178,392,142,Permanent
2023-01-23,Himachal Pradesh,371,190,181,92,204,74,Permanent
2023-01-23,Jharkhand,672,338,334,168,369,134,Permanent
2023-01-23,Karnataka,1055,529,526,263,580,211,Temporary
2023-01-23,Kerala,1266,617,648,316,696,253,Permanent
2023-01-23,Madhya Pradesh,965,495,469,241,531,193,Permanent
2023-01-23,Maharashtra,1060,528,532,265,583,212,Temporary
2023-01-23,Manipur,393,198,195,98,216,78,Permanent
2023-01-23,Meghalaya,846,419,427,211,465,169,Permanent
2023-01-23,Mizoram,430,211,219,107,236,86,Permanent
2023-01-23,Nagaland,486,251,235,121,267,97,Temporary
2023-01-23,Odisha,770,394,375,192,423,154,Permanent
2023-01-23,Punjab,381,195,186,95,209,76,Permanent
2023-01-23,Rajasthan,869,447,421,217,478,173,Permanent
2023-01-23,Sikkim,559,285,274,139,307,111,Permanent
2023-01-23,Tamil Nadu,698,348,349,174,384,139,Temporary
2023-01-23,Telangana,326,159,166,81,179,65,Temporary
2023-01-23,Tripura,718,349,369,179,395,143,Permanent
2023-01-23,Uttar Pradesh,713,365,347,178,392,142,Permanent
2023-01-23,Uttarakhand,313,156,156,78,172,62,Permanent
2023-01-23,West Bengal,1121,540,581,280,616,224,Permanent
2023-01-23,Delhi,789,384,405,197,434,157,Permanent
2023-01-23,Jammu and Kashmir,678,345,333,169,373,135,Permanent
2023-01-24,Andhra Pradesh,822,407,414,205,452,164,Temporary
2023-01-24,Arunachal Pradesh,675,344,330,168,371,135,Permanent
2023-01-24,Assam,916,454,462,229,504,183,Permanent
2023-01-24,Bihar,332,169,162,83,182,66,Permanent
2023-01-24,Chhattisgarh,624,306,317,156,343,124,Permanent
2023-01-24,Goa,888,460,428,222,488,177,Temporary
2023-01-24,Gujarat,936,485,450,234,514,187,Permanent
2023-01-24,Haryana,970,504,466,242,533,194,Permanent
2023-01-24,Himachal Pradesh,558,274,284,139,307,111,Permanent
2023-01-24,Jharkhand,1141,564,576,285,627,228,Temporary
2023-01-24,Karnataka,330,166,163,82,181,66,Permanent
2023-01-24,Kerala,1164,570,593,291,640,232,Permanent
2023-01-24,Madhya Pradesh,926,465,460,231,509,185,Temporary
2023-01-24,Maharashtra,1072,515,557,268,590,214,Permanent
2023-01-24,Manipur,886,456,429,221,487,177,Temporary
2023-01-24,Meghalaya,1091,535,555,272,600,218,Permanent
2023-01-24,Mizoram,456,234,222,114,251,91,Permanent
2023-01-24,Nagaland,965,482,482,241,530,193,Permanent
2023-01-24,Odisha,829,402,427,207,456,165,Permanent
2023-01-24,Punjab,1089,551,538,272,599,217,Temporary
2023-01-24,Rajasthan,1047,540,506,261,575,209,Permanent
2023-01-24,Sikkim,619,311,307,154,340,123,Permanent
2023-01-24,Tamil Nadu,371,189,182,92,204,74,Permanent
2023-01-24,Telangana,896,436,459,224,493,179,Permanent
2023-01-24,Tripura,617,320,296,154,339,123,Permanent
2023-01-24,Uttar Pradesh,1163,560,602,290,639,232,Permanent
2023-01-24,Uttarakhand,917,462,454,229,504,183,Permanent
2023-01-24,West Bengal,805,412,392,201,442,161,Permanent
2023-01-24,Delhi,604,298,306,151,332,120,Permanent
2023-01-24,Jammu and Kashmir,374,192,182,93,206,74,Permanent
2023-01-25,Andhra Pradesh,671,332,338,167,369,134,Permanent
2023-01-25,Arunachal Pradesh,621,321,299,155,341,124,Permanent
2023-01-25,Assam,769,389,379,192,422,153,Temporary
2023-01-25,Bihar,828,411,416,207,455,165,Permanent
2023-01-25,Chhattisgarh,928,448,479,232,510,185,Permanent
2023-01-25,Goa,786,402,383,196,432,157,Permanent
2023-01-25,Gujarat,614,303,310,153,337,122,Permanent
2023-01-25,Haryana,926,459,467,231,509,185,Permanent
2023-01-25,Himachal Pradesh,462,229,232,115,254,92,Permanent
2023-01-25,Jharkhand,1100,550,549,275,605,220,Temporary
2023-01-25,Karnataka,1115,577,538,278,613,223,Temporary
2023-01-25,Kerala,885,451,433,221,487,177,Permanent
2023-01-25,Madhya Pradesh,900,461,438,225,495,180,Permanent
2023-01-25,Maharashtra,1053,524,529,263,579,210,Permanent
2023-01-25,Manipur,1085,541,543,271,596,217,Permanent
2023-01-25,Meghalaya,583,280,302,145,320,116,Permanent
2023-01-25,Mizoram,301,148,152,75,165,60,Permanent
2023-01-25,Nagaland,1125,575,549,281,618,225,Permanent
2023-01-25,Odisha,1215,589,626,303,668,243,Temporary
2023-01-25,Punjab,470,231,238,117,258,94,Permanent
2023-01-25,Rajasthan,641,318,322,160,352,128,Temporary
2023-01-25,Sikkim,1023,495,528,255,563,204,Permanent
2023-01-25,Tamil Nadu,908,444,463,227,499,181,Permanent
2023-01-25,Telangana,1011,523,488,252,556,202,Permanent
2023-01-25,Tripura,340,171,169,85,187,68,Permanent
2023-01-25,Uttar Pradesh,982,494,487,245,540,196,Permanent
2023-01-25,Uttarakhand,1183,601,581,295,650,236,Permanent
2023-01-25,West Bengal,1095,528,567,273,602,219,Permanent
2023-01-25,Delhi,1095,535,559,273,602,219,Temporary
2023-01-25,Jammu and Kashmir,1057,521,535,264,581,211,Temporary
2023-01-26,Andhra Pradesh,360,173,186,90,198,72,Permanent
2023-01-26,Arunachal Pradesh,682,342,340,170,375,136,Permanent
2023-01-26,Assam,850,413,437,212,467,170,Permanent
2023-01-26,Bihar,531,269,261,132,292,106,Permanent
2023-01-26,Chhattisgarh,326,159,167,81,179,65,Permanent
2023-01-26,Goa,566,278,288,141,311,113,Permanent
2023-01-26,Gujarat,646,331,314,161,355,129,Permanent
2023-01-26,Haryana,1027,523,503,256,565,205,Permanent
2023-01-26,Himachal Pradesh,875,454,420,218,481,175,Permanent
2023-01-26,Jharkhand,1213,624,588,303,667,242,Permanent
2023-01-26,Karnataka,732,364,368,183,402,146,Permanent
2023-01-26,Kerala,851,440,410,212,468,170,Permanent
2023-01-26,Madhya Pradesh,1049,504,544,262,577,209,Temporary
2023-01-26,Maharashtra,326,166,159,81,179,65,Permanent
2023-01-26,Manipur,1007,523,484,251,554,201,Permanent
2023-01-26,Meghalaya,1036,522,514,259,570,207,Permanent
2023-01-26,Mizoram,923,453,469,230,507,184,Temporary
2023-01-26,Nagaland,516,260,255,129,284,103,Temporary
2023-01-26,Odisha,452,227,224,113,248,90,Temporary
2023-01-26,Punjab,351,175,175,87,193,70,Temporary
2023-01-26,Rajasthan,596,288,308,149,328,119,Permanent
2023-01-26,Sikkim,330,165,164,82,181,66,Permanent
2023-01-26,Tamil Nadu,572,286,285,143,314,114,Permanent
2023-01-26,Telangana,385,199,186,96,212,77,Permanent
2023-01-26,Tripura,440,220,220,110,242,88,Permanent
2023-01-26,Uttar Pradesh,1156,586,570,289,636,231,Temporary
2023-01-26,Uttarakhand,543,274,268,135,298,108,Permanent
2023-01-26,West Bengal,324,164,159,81,178,64,Permanent
2023-01-26,Delhi,573,294,278,143,315,114,Temporary
2023-01-26,Jammu and Kashmir,826,420,405,206,454,165,Temporary
2023-01-27,Andhra Pradesh,399,191,207,99,219,79,Permanent
2023-01-27,Arunachal Pradesh,1185,593,592,296,651,237,Permanent
2023-01-27,Assam,781,387,394,195,429,156,Permanent
2023-01-27,Bihar,376,183,192,94,206,75,Temporary
2023-01-27,Chhattisgarh,702,365,337,175,386,140,Permanent
2023-01-27,Goa,1008,500,508,252,554,201,Permanent
2023-01-27,Gujarat,892,450,441,223,490,178,Permanent
2023-01-27,Haryana,841,429,412,210,463,168,Temporary
2023-01-27,Himachal Pradesh,773,377,396,193,425,154,Permanent
2023-01-27,Jharkhand,551,283,268,137,303,110,Permanent
2023-01-27,Karnataka,463,231,232,115,254,92,Permanent
2023-01-27,Kerala,728,352,375,182,400,145,Permanent
2023-01-27,Madhya Pradesh,761,390,370,190,418,152,Permanent
2023-01-27,Maharashtra,766,377,389,191,421,153,Permanent
2023-01-27,Manipur,1156,589,567,289,636,231,Permanent
2023-01-27,Meghalaya,873,443,429,218,480,174,Permanent
2023-01-27,Mizoram,667,328,338,166,367,133,Permanent
2023-01-27,Nagaland,1015,514,500,253,558,203,Permanent
2023-01-27,Odisha,974,504,470,243,536,194,Permanent
2023-01-27,Punjab,412,204,208,103,226,82,Permanent
2023-01-27,Rajasthan,605,306,298,151,332,121,Temporary
2023-01-27,Sikkim,692,335,356,173,380,138,Temporary
2023-01-27,Tamil Nadu,663,330,333,165,365,132,Permanent
2023-01-27,Telangana,362,176,186,90,199,72,Permanent
2023-01-27,Tripura,850,419,430,212,467,170,Permanent
2023-01-27,Uttar Pradesh,619,302,317,154,340,123,Permanent
2023-01-27,Uttarakhand,806,405,400,201,443,161,Permanent
2023-01-27,West Bengal,1026,516,510,256,564,205,Temporary
2023-01-27,Delhi,638,310,328,159,351,127,Permanent
2023-01-27,Jammu and Kashmir,772,394,378,193,424,154,Permanent
2023-01-28,Andhra Pradesh,578,292,286,144,318,115,Temporary
2023-01-28,Arunachal Pradesh,584,283,301,146,321,116,Temporary
2023-01-28,Assam,670,322,347,167,368,134,Permanent
2023-01-28,Bihar,463,234,228,115,254,92,Permanent
2023-01-28,Chhattisgarh,680,353,326,170,374,136,Permanent
2023-01-28,Goa,601,299,302,150,330,120,Permanent
2023-01-28,Gujarat,348,179,168,87,191,69,Permanent
2023-01-28,Haryana,294,150,143,73,161,58,Temporary
2023-01-28,Himachal Pradesh,487,244,242,121,268,97,Temporary
